source,chart_week,period,rank,previous_rank,artist,song_or_album,weeks_on_chart,published_streams_or_views,metric_type,language_type_inferred,artist_origin_inferred,genre_inferred,genre_category,genre_category_label,classification_note
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,88,,The Police,Every Breath You Take,72,,AGATA official rank only; exact plays not published,English / international,international / non-local,classic rock / new wave,nostalgia_catalog,nostalgia catalog,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,89,,Mac Miller,The Spins,7,,AGATA official rank only; exact plays not published,English / international,international / non-local,hip-hop / alternative rap,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,90,,Jessica Shy,Dėl Tavęs,143,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,contemporary pop / alt-pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,91,84,"Calvin Harris,Disciples",How Deep Is Your Love,14,,AGATA official rank only; exact plays not published,English / international,international / non-local,dance-pop / electronic,dance_electronic,dance-pop / electronic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,92,50,The Neighbourhood,Sweater Weather,282,,AGATA official rank only; exact plays not published,English / international,international / non-local,indie rock / alt-pop,indie_alternative,indie / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,93,,"Norbertas, Jovani, Elzy",Tyli,17,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,dance-pop / electronic,dance_electronic,dance-pop / electronic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,94,,Jessica Shy,Aš Tik Žmogus,26,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,contemporary pop / alt-pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,95,,Sel,Perlai,108,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop / dance / hip-hop,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,96,,"Jessica Shy,Rokas",Stadionai,189,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,contemporary pop / alt-pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,97,,Bad Bunny,BAILE INoLVIDABLE,8,,AGATA official rank only; exact plays not published,English / international,international / non-local,Latin urbano / reggaeton,latin_afro_global,Latin / Afro / global rhythmic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,98,,"Tinashe, Disco Lines",No Broke Boys,44,,AGATA official rank only; exact plays not published,English / international,international / non-local,dance-pop / electronic,dance_electronic,dance-pop / electronic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,99,,"Clementine Douglas, Calvin Harris",Blessings,21,,AGATA official rank only; exact plays not published,English / international,international / non-local,dance-pop / electronic,dance_electronic,dance-pop / electronic,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Singles Top 100,2026 week 23,2026-05-29 to 2026-06-04,100,,FOJE,Kitoks Pasaulis,24,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian rock / nostalgia,rock_alternative,rock / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
