source,chart_week,period,rank,previous_rank,artist,song_or_album,weeks_on_chart,published_streams_or_views,metric_type,language_type_inferred,artist_origin_inferred,genre_inferred,genre_category,genre_category_label,classification_note
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,88,77,69 Danguje,69 Danguje,55,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop / dance-pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,89,98,Ba.,TURTAS,58,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,90,63,The Neighbourhood,I Love You.,366,,AGATA official rank only; exact plays not published,English / international,international / non-local,indie rock / alt-pop,indie_alternative,indie / alternative,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,91,82,Radiohead,In Rainbows,86,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,92,40,Rokas Yan,Melodramos,137,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian pop / alt-pop,pop_alt_pop,pop / alt-pop,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,93,83,Giedrė,Kiaurai Sielas,80,,AGATA official rank only; exact plays not published,Lithuanian / Baltic-language signal,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,94,,Radiohead,OK Computer,56,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,95,87,Harry Styles,Fine Line,252,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,96,67,Lilas ir Innomine,Išgama,247,,AGATA official rank only; exact plays not published,Lithuanian / local artist,Lithuania / local,Lithuanian hip-hop / pop-rap,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,97,53,Katarsis,Žiedlapis tau,17,,AGATA official rank only; exact plays not published,Lithuanian / Baltic-language signal,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,98,84,jautì,MEILĖ,32,,AGATA official rank only; exact plays not published,Lithuanian / Baltic-language signal,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,99,,Kanye West,My Beautiful Dark Twisted Fantasy,42,,AGATA official rank only; exact plays not published,English / international,international / non-local,hip-hop,melodic_hiphop_poprap,melodic hip-hop / pop-rap,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
AGATA official Lithuania Albums Top 100,2026 week 23,2026-05-29 to 2026-06-04,100,,Linkin Park,Hybrid Theory (Bonus Edition),36,,AGATA official rank only; exact plays not published,English / international,international / non-local,unknown / needs manual verification,unknown,unknown / needs manual verification,"AGATA is the official comprehensive chart, but exact stream/view counts are not published on the page."
